"Year","Headline","ConflictTypes","Country","Region","Description","Text","SeverityIndex","ConflictTypeNumeric"
2018,"Protests by farmers over transfers of water from Isfahan to Yazd, Iran turn violent and cause damage to water transfer systems","Casualty","Iran","Western Asia","Water systems used to transfer water from Isfahan to the neighboring province of Yazd are damaged multiple times by farmers protesting the loss of the water supply. Farmers blame the Iranian government for the lack of water in their region.  Reports from social media show police officers attacking farmers associated with the destroyed pipes.","Protests by farmers over transfers of water from Isfahan to Yazd, Iran turn violent and cause damage to water transfer systems Water systems used to transfer water from Isfahan to the neighboring province of Yazd are damaged multiple times by farmers protesting the loss of the water supply. Farmers blame the Iranian government for the lack of water in their region.  Reports from social media show police officers attacking farmers associated with the destroyed pipes.",1,2
2018,"Protests by farmers over transfers of water from Isfahan to Yazd, Iran turn violent and cause damage to water transfer systems","Trigger","Iran","Western Asia","Water systems used to transfer water from Isfahan to the neighboring province of Yazd are damaged multiple times by farmers protesting the loss of the water supply. Farmers blame the Iranian government for the lack of water in their region.  Reports from social media show police officers attacking farmers associated with the destroyed pipes.","Protests by farmers over transfers of water from Isfahan to Yazd, Iran turn violent and cause damage to water transfer systems Water systems used to transfer water from Isfahan to the neighboring province of Yazd are damaged multiple times by farmers protesting the loss of the water supply. Farmers blame the Iranian government for the lack of water in their region.  Reports from social media show police officers attacking farmers associated with the destroyed pipes.",1,0
2018,"Iraqi female activist assassinated","Trigger","Iraq","Western Asia","An Iraqi activist, Su?ad Al-Ali, is assassinated while getting into her vehicle in Basra, Iraq. Mrs. Al-Ali had worked to bring better government services to her community, including safe and reliable drinking water.","Iraqi female activist assassinated An Iraqi activist, Su?ad Al-Ali, is assassinated while getting into her vehicle in Basra, Iraq. Mrs. Al-Ali had worked to bring better government services to her community, including safe and reliable drinking water.",6,0
2018,"Tens of thousands admitted to hospitals from contaminated drinking water, inciting violence that leads to deaths and injuries","Trigger","Iraq","Western Asia","Tens of thousands fall ill from contaminated drinking water in Basra, Iraq. In response, citizen unrest escalates and protests turn violent, leaving at least 15 dead and hundreds injured.","Tens of thousands admitted to hospitals from contaminated drinking water, inciting violence that leads to deaths and injuries Tens of thousands fall ill from contaminated drinking water in Basra, Iraq. In response, citizen unrest escalates and protests turn violent, leaving at least 15 dead and hundreds injured.",2,0
2018,"Water infrastructure attacked in Syria","Casualty","Syria","Western Asia","Water infrastructure are attacked, along with health centers and hospitals, in an offensive by Turkey in the Afrin and Tal Rifaat districts in Syria.","Water infrastructure attacked in Syria Water infrastructure are attacked, along with health centers and hospitals, in an offensive by Turkey in the Afrin and Tal Rifaat districts in Syria.",2,2
2018,"Major dam and water source captured in Syria","Weapon","Syria","Western Asia","The Afrin Dam, a major dam and water source on the Afrin River in Syria, is captured by Turkish forces and their Syrian militia allies, causing concern for the nearby communities that depend on the dam for water. These same forces are also in control of nearby Maydanki dam. Interruptions to water and electricity in communities dependent on these dams have occurred, along with reports of attacks on civilian centers and populations.","Major dam and water source captured in Syria The Afrin Dam, a major dam and water source on the Afrin River in Syria, is captured by Turkish forces and their Syrian militia allies, causing concern for the nearby communities that depend on the dam for water. These same forces are also in control of nearby Maydanki dam. Interruptions to water and electricity in communities dependent on these dams have occurred, along with reports of attacks on civilian centers and populations.",3,1
2018,"Major dam and water source captured in Syria","Casualty","Syria","Western Asia","The Afrin Dam, a major dam and water source on the Afrin River in Syria, is captured by Turkish forces and their Syrian militia allies, causing concern for the nearby communities that depend on the dam for water. These same forces are also in control of nearby Maydanki dam. Interruptions to water and electricity in communities dependent on these dams have occurred, along with reports of attacks on civilian centers and populations.","Major dam and water source captured in Syria The Afrin Dam, a major dam and water source on the Afrin River in Syria, is captured by Turkish forces and their Syrian militia allies, causing concern for the nearby communities that depend on the dam for water. These same forces are also in control of nearby Maydanki dam. Interruptions to water and electricity in communities dependent on these dams have occurred, along with reports of attacks on civilian centers and populations.",3,2
2018,"Airstrikes damage water and sanitation infrastructure","Casualty","Yemen","Western Asia","Airstrikes over several days in July in the city of Al-Hudaydah, Yemen, damage water and sanitation infrastructure, including many drinking water wells.","Airstrikes damage water and sanitation infrastructure Airstrikes over several days in July in the city of Al-Hudaydah, Yemen, damage water and sanitation infrastructure, including many drinking water wells.",3,2
2018,"Water drilling equipment is hit during air in Yemen","Casualty","Yemen","Western Asia","A water drill is hit during an air raid in Sihar District, Saada, Yemen.","Water drilling equipment is hit during air in Yemen A water drill is hit during an air raid in Sihar District, Saada, Yemen.",3,2
2018,"Water project is bombed during air raid","Casualty","Yemen","Western Asia","A water project is bombed during an air raid in Sihar District, Saada, Yemen.","Water project is bombed during air raid A water project is bombed during an air raid in Sihar District, Saada, Yemen.",1,2
2018,"Desalination plant is hit during air raids in Yemen","Casualty","Yemen","Western Asia","A desalination plant in Hays District, Hudayah, Yemen is hit during air raids.","Desalination plant is hit during air raids in Yemen A desalination plant in Hays District, Hudayah, Yemen is hit during air raids.",3,2
2018,"Well is damaged in conflict in Yemen","Casualty","Yemen","Western Asia","A water well in Al-Silw District, Taizz is damaged in the ongoing conflict in Yemen.","Well is damaged in conflict in Yemen A water well in Al-Silw District, Taizz is damaged in the ongoing conflict in Yemen.",3,2
2018,"Well is damaged in conflict in Yemen","Casualty","Yemen","Western Asia","A water well in Hays District, Hudaydah is damaged in the ongoing conflict in Yemen.","Well is damaged in conflict in Yemen A water well in Hays District, Hudaydah is damaged in the ongoing conflict in Yemen.",3,2
2018,"Water driller is hit during air raids","Casualty","Yemen","Western Asia","A water driller is hit during multiple air raids in Sihar District, Saada, Yemen.","Water driller is hit during air raids A water driller is hit during multiple air raids in Sihar District, Saada, Yemen.",3,2
